6.523929,1.360947
2.664919,0.829654
5.648415,1.243762
7.090125,1.504653
4.051574,0.515513
6.478319,1.020295
7.499527,1.575693
4.198854,1.151655
6.545750,1.430547
6.938143,1.373665
1.602165,0.491861
2.342939,0.706520
1.542880,0.526714
7.188174,-1.078782
2.711612,0.914829
4.181138,1.035986
9.207718,1.894939
2.083010,0.647183
9.887443,1.870575
7.746891,1.528122
5.184333,1.337071
7.109185,1.568500
2.382398,0.776207
2.704233,-2.430401
9.554666,2.242372
5.772560,1.317827
7.804149,1.417302
8.824734,1.592067
5.364096,1.190154
0.109415,0.071554
3.536161,0.622241
4.311181,0.581755
9.593872,2.266658
5.973933,1.330486
7.095896,1.558325
3.266323,0.788579
3.003955,3.705062
3.351362,0.645244
4.160888,0.989669
7.750997,1.387248
8.470494,1.782458
2.919168,0.582260
8.657271,1.764862
7.406246,-1.451301
2.717200,0.787780
9.786417,1.853163
3.799209,1.331336
4.447812,-2.060352
8.150785,1.837351
6.595323,1.696456
2.396635,0.676593
3.408933,1.010812
4.370935,0.912078
0.199704,-2.604865
0.783407,0.180376
9.243698,1.864442
7.022188,1.393172
1.914134,0.535403
8.067440,7.696193
3.529619,0.581301
0.076532,0.037686
2.696717,0.516353
7.270326,1.472668
8.386004,2.009911
8.473015,1.877879
8.488750,1.655981
9.197646,2.088103
5.278262,1.263511
6.597604,1.497174
9.696588,1.903676
0.953562,0.256585
6.365226,1.363469
9.615774,1.908130
8.367339,1.769185
5.203829,0.946663
1.847221,0.268433
6.233977,1.302723
1.044052,0.337207
1.902435,0.549529
5.573003,1.126437
8.466683,1.906513
0.881314,0.278264
0.923519,0.291834
0.116305,0.129755
8.963684,2.141626
8.032838,1.555721
3.031126,0.550318
4.471311,1.215347
6.657465,1.046970
8.574381,1.973778
6.419723,1.413934
0.137843,0.095344
3.073910,0.792819
2.263407,-5.610772
8.590571,1.953368
2.188116,0.443883
0.622536,0.180876
2.677656,0.714995
3.829950,0.719272
4.277549,0.869939
